State Legislative District,Office,Party,Candidate,Votes
House 137,U.S. Senate,,OVERVOTES,0
House 137,U.S. Senate,,UNDERVOTES,325
House 137,U.S. Senate,DEM,Beto O'Rourke,17245
House 137,U.S. Senate,LIB,Neal M. Dikeman,184
House 137,U.S. Senate,REP,Ted Cruz,7015
House 138,U.S. Senate,,OVERVOTES,2
House 138,U.S. Senate,,UNDERVOTES,487
House 138,U.S. Senate,DEM,Beto O'Rourke,25805
House 138,U.S. Senate,LIB,Neal M. Dikeman,404
House 138,U.S. Senate,REP,Ted Cruz,22711
House 139,U.S. Senate,,OVERVOTES,1
House 139,U.S. Senate,,UNDERVOTES,611
House 139,U.S. Senate,DEM,Beto O'Rourke,36811
House 139,U.S. Senate,LIB,Neal M. Dikeman,283
House 139,U.S. Senate,REP,Ted Cruz,10264
House 140,U.S. Senate,,OVERVOTES,1
House 140,U.S. Senate,,UNDERVOTES,449
House 140,U.S. Senate,DEM,Beto O'Rourke,18356
House 140,U.S. Senate,LIB,Neal M. Dikeman,123
House 140,U.S. Senate,REP,Ted Cruz,5192
House 141,U.S. Senate,,OVERVOTES,0
House 141,U.S. Senate,,UNDERVOTES,481
House 141,U.S. Senate,DEM,Beto O'Rourke,27264
House 141,U.S. Senate,LIB,Neal M. Dikeman,170
House 141,U.S. Senate,REP,Ted Cruz,3978
House 142,U.S. Senate,,OVERVOTES,5
House 142,U.S. Senate,,UNDERVOTES,444
House 142,U.S. Senate,DEM,Beto O'Rourke,31250
House 142,U.S. Senate,LIB,Neal M. Dikeman,226
House 142,U.S. Senate,REP,Ted Cruz,8425
House 143,U.S. Senate,,OVERVOTES,0
House 143,U.S. Senate,,UNDERVOTES,460
House 143,U.S. Senate,DEM,Beto O'Rourke,21177
House 143,U.S. Senate,LIB,Neal M. Dikeman,164
House 143,U.S. Senate,REP,Ted Cruz,7494
House 144,U.S. Senate,,OVERVOTES,0
House 144,U.S. Senate,,UNDERVOTES,370
House 144,U.S. Senate,DEM,Beto O'Rourke,14430
House 144,U.S. Senate,LIB,Neal M. Dikeman,162
House 144,U.S. Senate,REP,Ted Cruz,8913
House 145,U.S. Senate,,OVERVOTES,2
House 145,U.S. Senate,,UNDERVOTES,401
House 145,U.S. Senate,DEM,Beto O'Rourke,23571
House 145,U.S. Senate,LIB,Neal M. Dikeman,256
House 145,U.S. Senate,REP,Ted Cruz,9393
House 146,U.S. Senate,,OVERVOTES,1
House 146,U.S. Senate,,UNDERVOTES,550
House 146,U.S. Senate,DEM,Beto O'Rourke,35650
House 146,U.S. Senate,LIB,Neal M. Dikeman,302
House 146,U.S. Senate,REP,Ted Cruz,7841
House 147,U.S. Senate,,OVERVOTES,2
House 147,U.S. Senate,,UNDERVOTES,532
House 147,U.S. Senate,DEM,Beto O'Rourke,46013
House 147,U.S. Senate,LIB,Neal M. Dikeman,355
House 147,U.S. Senate,REP,Ted Cruz,9373
House 148,U.S. Senate,,OVERVOTES,1
House 148,U.S. Senate,,UNDERVOTES,520
House 148,U.S. Senate,DEM,Beto O'Rourke,33467
House 148,U.S. Senate,LIB,Neal M. Dikeman,532
House 148,U.S. Senate,REP,Ted Cruz,14556
House 149,U.S. Senate,,OVERVOTES,3
House 149,U.S. Senate,,UNDERVOTES,679
House 149,U.S. Senate,DEM,Beto O'Rourke,25249
House 149,U.S. Senate,LIB,Neal M. Dikeman,253
House 149,U.S. Senate,REP,Ted Cruz,13633
House 150,U.S. Senate,,OVERVOTES,0
House 150,U.S. Senate,,UNDERVOTES,516
House 150,U.S. Senate,DEM,Beto O'Rourke,30173
House 150,U.S. Senate,LIB,Neal M. Dikeman,514
House 150,U.S. Senate,REP,Ted Cruz,40675
Senate 1,U.S. Senate,,Over Votes,5
Senate 1,U.S. Senate,,Under Votes,215
Senate 1,U.S. Senate,DEM,BETO O'ROURKE,6934
Senate 1,U.S. Senate,DEM,Beto O' Rourke,639
Senate 1,U.S. Senate,DEM,Beto O'Rourke,69739
Senate 1,U.S. Senate,LIB,NEAL M. DIKEMAN,121
Senate 1,U.S. Senate,LIB,Neal Dikeman,31
Senate 1,U.S. Senate,LIB,Neal M Dikeman,76
Senate 1,U.S. Senate,LIB,Neal M. Dikeman,1378
Senate 1,U.S. Senate,REP,TED CRUZ,11861
Senate 1,U.S. Senate,REP,Ted Cruz,181509
Senate 2,U.S. Senate,,Beto O'Rourke,354
Senate 2,U.S. Senate,,Cast Votes,8812
Senate 2,U.S. Senate,,Neal M. Dikeman,16
Senate 2,U.S. Senate,,OVER VOTES,2
Senate 2,U.S. Senate,,Over Votes,8
Senate 2,U.S. Senate,,Overvotes,0
Senate 2,U.S. Senate,,Ted Cruz,1562
Senate 2,U.S. Senate,,UNDER VOTES,174
Senate 2,U.S. Senate,,Under Votes,567
Senate 2,U.S. Senate,,Undervotes,26
Senate 2,U.S. Senate,DEM,BETO O'ROURKE,2107
Senate 2,U.S. Senate,DEM,Beto O'Rourke,106402
Senate 2,U.S. Senate,LIB,NEAL M. DIKEMAN,74
Senate 2,U.S. Senate,LIB,Neal M. Dikeman,1862
Senate 2,U.S. Senate,REP,Over Votes,1
Senate 2,U.S. Senate,REP,TED CRUZ,8569
Senate 2,U.S. Senate,REP,Ted Cruz,145636
Senate 2,U.S. Senate,REP,Under Votes,96
Senate 3,U.S. Senate,,Beto O'Rourke,1521
Senate 3,U.S. Senate,,Neal M. Dikeman,32
Senate 3,U.S. Senate,,OVER VOTES,2
Senate 3,U.S. Senate,,Over Votes,5
Senate 3,U.S. Senate,,Ted Cruz,6008
Senate 3,U.S. Senate,,UNDER VOTES,191
Senate 3,U.S. Senate,,Under Votes,1241
Senate 3,U.S. Senate,DEM,Beto O' Rourke,5050
Senate 3,U.S. Senate,DEM,Beto O'Rourke,53413
Senate 3,U.S. Senate,LIB,Neal M Dikeman,133
Senate 3,U.S. Senate,LIB,Neal M. Dikeman,1428
Senate 3,U.S. Senate,REP,Ted Cruz,210841
Senate 4,U.S. Senate,,OVERVOTES,0
Senate 4,U.S. Senate,,Over Votes,0
Senate 4,U.S. Senate,,UNDERVOTES,420
Senate 4,U.S. Senate,,Under Votes,1283
Senate 4,U.S. Senate,DEM,Beto O'Rourke,57958
Senate 4,U.S. Senate,LIB,Neal M. Dikeman,1489
Senate 4,U.S. Senate,REP,Ted Cruz,141742
Senate 5,U.S. Senate,,Beto O'Rourke,2034
Senate 5,U.S. Senate,,Neal M. Dikeman,70
Senate 5,U.S. Senate,,OVER VOTES,0
Senate 5,U.S. Senate,,Over Votes,1
Senate 5,U.S. Senate,,Ted Cruz,6490
Senate 5,U.S. Senate,,UNDER VOTES,173
Senate 5,U.S. Senate,,Under Votes,1429
Senate 5,U.S. Senate,DEM,Beto O'Rourke,142585
Senate 5,U.S. Senate,LIB,Neal Dikeman,132
Senate 5,U.S. Senate,LIB,Neal M Dikeman,635
Senate 5,U.S. Senate,LIB,Neal M. Dikeman,2580
Senate 5,U.S. Senate,REP,Ted Cruz,169919
Senate 6,U.S. Senate,,OVERVOTES,6
Senate 6,U.S. Senate,,UNDERVOTES,2087
Senate 6,U.S. Senate,DEM,Beto O'Rourke,100320
Senate 6,U.S. Senate,LIB,Neal M. Dikeman,828
Senate 6,U.S. Senate,REP,Ted Cruz,34591
Senate 7,U.S. Senate,,OVERVOTES,2
Senate 7,U.S. Senate,,UNDERVOTES,2366
Senate 7,U.S. Senate,DEM,Beto O'Rourke,136013
Senate 7,U.S. Senate,LIB,Neal M. Dikeman,2277
Senate 7,U.S. Senate,REP,Ted Cruz,171330
Senate 8,U.S. Senate,,OVER VOTES,26
Senate 8,U.S. Senate,,Over Votes,3
Senate 8,U.S. Senate,,UNDER VOTES,852
Senate 8,U.S. Senate,,Under Votes,252
Senate 8,U.S. Senate,DEM,Beto O'Rourke,172744
Senate 8,U.S. Senate,LIB,Neal M. Dikeman,2811
Senate 8,U.S. Senate,REP,Ted Cruz,165817
Senate 9,U.S. Senate,,Over Votes,13
Senate 9,U.S. Senate,,Under Votes,1623
Senate 9,U.S. Senate,DEM,Beto O'Rourke,122148
Senate 9,U.S. Senate,LIB,Neal M. Dikeman,2153
Senate 9,U.S. Senate,REP,Ted Cruz,125460
Senate 10,U.S. Senate,,Over Votes,11
Senate 10,U.S. Senate,,Under Votes,2313
Senate 10,U.S. Senate,DEM,Beto O'Rourke,155515
Senate 10,U.S. Senate,LIB,Neal M. Dikeman,2306
Senate 10,U.S. Senate,REP,Ted Cruz,133973
Senate 11,U.S. Senate,,OVERVOTES,1
Senate 11,U.S. Senate,,Over Votes,0
Senate 11,U.S. Senate,,UNDERVOTES,754
Senate 11,U.S. Senate,,Under Votes,256
Senate 11,U.S. Senate,DEM,Beto O'Rourke,76343
Senate 11,U.S. Senate,LIB,Neal M. Dikeman,1372
Senate 11,U.S. Senate,REP,Ted Cruz,101862
Senate 12,U.S. Senate,,Over Votes,16
Senate 12,U.S. Senate,,Under Votes,332
Senate 12,U.S. Senate,DEM,Beto O'Rourke,100778
Senate 12,U.S. Senate,LIB,Neal M. Dikeman,1872
Senate 12,U.S. Senate,REP,Ted Cruz,123542
Senate 13,U.S. Senate,,OVERVOTES,7
Senate 13,U.S. Senate,,UNDERVOTES,2285
Senate 13,U.S. Senate,DEM,Beto O'Rourke,130653
Senate 13,U.S. Senate,LIB,Neal M. Dikeman,898
Senate 13,U.S. Senate,REP,Ted Cruz,23116
Senate 14,U.S. Senate,DEM,Beto O'Rourke,289357
Senate 14,U.S. Senate,LIB,Neal M. Dikeman,4241
Senate 14,U.S. Senate,REP,Ted Cruz,98589
Senate 15,U.S. Senate,,OVERVOTES,4
Senate 15,U.S. Senate,,UNDERVOTES,2366
Senate 15,U.S. Senate,DEM,Beto O'Rourke,159508
Senate 15,U.S. Senate,LIB,Neal M. Dikeman,1847
Senate 15,U.S. Senate,REP,Ted Cruz,75831
Senate 16,U.S. Senate,,Over Votes,16
Senate 16,U.S. Senate,,Under Votes,1488
Senate 16,U.S. Senate,DEM,Beto O'Rourke,167575
Senate 16,U.S. Senate,LIB,Neal M. Dikeman,2448
Senate 16,U.S. Senate,REP,Ted Cruz,129635
Senate 17,U.S. Senate,,OVERVOTES,2
Senate 17,U.S. Senate,,Over Votes,1
Senate 17,U.S. Senate,,UNDERVOTES,1700
Senate 17,U.S. Senate,,Under Votes,923
Senate 17,U.S. Senate,DEM,Beto O'Rourke,161742
Senate 17,U.S. Senate,LIB,Neal M. Dikeman,2318
Senate 17,U.S. Senate,REP,Ted Cruz,148421
Senate 18,U.S. Senate,,Cast Votes:,12262
Senate 18,U.S. Senate,,OVER VOTES,1
Senate 18,U.S. Senate,,OVERVOTES,1
Senate 18,U.S. Senate,,Over Votes,0
Senate 18,U.S. Senate,,Overvotes,2
Senate 18,U.S. Senate,,Overvotes:,0
Senate 18,U.S. Senate,,UNDER VOTES,106
Senate 18,U.S. Senate,,UNDERVOTES,116
Senate 18,U.S. Senate,,Under Votes,135
Senate 18,U.S. Senate,,Undervotes:,88
Senate 18,U.S. Senate,DEM,Beto O'Rourke,28895
Senate 18,U.S. Senate,LIB,Neal M Dikeman,56
Senate 18,U.S. Senate,LIB,Neal M. Dikeman,593
Senate 18,U.S. Senate,REP,Ted Cruz,74315
Senate 19,U.S. Senate,,OVER VOTES,3
Senate 19,U.S. Senate,,UNDER VOTES,540
Senate 19,U.S. Senate,DEM,Beto O'Rourke,97212
Senate 19,U.S. Senate,LIB,Neal Dikeman,1234
Senate 19,U.S. Senate,LIB,Neal M Dikeman,20
Senate 19,U.S. Senate,LIB,Neal M. Dikeman,295
Senate 19,U.S. Senate,REP,Ted Cruz,63393
Senate 20,U.S. Senate,,Over Votes,1
Senate 20,U.S. Senate,,Under Votes,135
Senate 20,U.S. Senate,DEM,Beto O'Rourke,5621
Senate 20,U.S. Senate,LIB,Neal M. Dikeman,52
Senate 20,U.S. Senate,REP,Ted Cruz,4590
Senate 21,U.S. Senate,,Ballots Cast,4113
Senate 21,U.S. Senate,,OVER VOTES,0
Senate 21,U.S. Senate,,Over Votes,12
Senate 21,U.S. Senate,,UNDER VOTES,11
Senate 21,U.S. Senate,,Under Votes,356
Senate 21,U.S. Senate,DEM,Beto O'Rourke,44606
Senate 21,U.S. Senate,LIB,Neal Dikeman,30
Senate 21,U.S. Senate,LIB,Neal M Dikeman,268
Senate 21,U.S. Senate,LIB,Neal M. Dikeman,419
Senate 21,U.S. Senate,REP,Ted Cruz,42715
Senate 22,U.S. Senate,,Over Votes,1
Senate 22,U.S. Senate,,Under Votes,911
Senate 22,U.S. Senate,DEM,Beto O'Rourke,48191
Senate 22,U.S. Senate,LIB,Neal M. Dikeman,1054
Senate 22,U.S. Senate,REP,Ted Cruz,89909
Senate 23,U.S. Senate,,OVER VOTES,1
Senate 23,U.S. Senate,,Over Votes,44
Senate 23,U.S. Senate,,UNDER VOTES,11
Senate 23,U.S. Senate,,Under Votes,1117
Senate 23,U.S. Senate,DEM,Beto O'Rourke,191231
Senate 23,U.S. Senate,LIB,Neal M. Dikeman,1325
Senate 23,U.S. Senate,REP,Ted Cruz,36615
Senate 24,U.S. Senate,,Over Votes,1
Senate 24,U.S. Senate,,Under Votes,954
Senate 24,U.S. Senate,Beto O'Rourke,DEM,1567
Senate 24,U.S. Senate,DEM,Beto O'Rourke,61158
Senate 24,U.S. Senate,LIB,Neal M. Dikeman,1575
Senate 24,U.S. Senate,Neal M. Dikeman,LIB,57
Senate 24,U.S. Senate,REP,Ted Cruz,128714
Senate 24,U.S. Senate,Ted Cruz,REP,4180
Senate 25,U.S. Senate,,OVER VOTES,0
Senate 25,U.S. Senate,,UNDER VOTES,766
Senate 25,U.S. Senate,,Under Votes,113
Senate 25,U.S. Senate,DEM,Beto O'Rourke,188539
Senate 25,U.S. Senate,LIB,Neal Dikeman,1668
Senate 25,U.S. Senate,LIB,Neal M Dikeman,693
Senate 25,U.S. Senate,LIB,Neal M. Dikeman,1574
Senate 25,U.S. Senate,REP,Ted Cruz,224933
Senate 26,U.S. Senate,,OVER VOTES,4
Senate 26,U.S. Senate,,UNDER VOTES,1042
Senate 26,U.S. Senate,DEM,Beto O'Rourke,145934
Senate 26,U.S. Senate,LIB,Neal Dikeman,2017
Senate 26,U.S. Senate,REP,Ted Cruz,63899
Senate 27,U.S. Senate,,Over Votes,27
Senate 27,U.S. Senate,,Under Votes,1351
Senate 27,U.S. Senate,DEM,Beto O'Rourke,44768
Senate 27,U.S. Senate,LIB,Neal M. Dikeman,528
Senate 27,U.S. Senate,REP,Ted Cruz,27012
Senate 28,U.S. Senate,,Beto O'Rourke,113
Senate 28,U.S. Senate,,Cast Votes,480
Senate 28,U.S. Senate,,Neal M Dikeman,0
Senate 28,U.S. Senate,,Neal M. Dikeman,1
Senate 28,U.S. Senate,,OVER VOTES,0
Senate 28,U.S. Senate,,Over Votes,0
Senate 28,U.S. Senate,,Overvotes,0
Senate 28,U.S. Senate,,Ted Cruz,321
Senate 28,U.S. Senate,,UNDER VOTES,54
Senate 28,U.S. Senate,,Under Votes,625
Senate 28,U.S. Senate,,Undervotes,6
Senate 28,U.S. Senate,DEM,Beto O'Rourke,47063
Senate 28,U.S. Senate,DEM,Ted Cruz,442
Senate 28,U.S. Senate,Dem,Beto O'Rourke,238
Senate 28,U.S. Senate,LIB,Beto O'Rourke,48
Senate 28,U.S. Senate,LIB,Neal Dikeman,16
Senate 28,U.S. Senate,LIB,Neal M Dikeman,15
Senate 28,U.S. Senate,LIB,Neal M. Dikeman,1260
Senate 28,U.S. Senate,Lib,Neal M. Dikeman,12
Senate 28,U.S. Senate,REP,Ted Cruz,115540
Senate 28,U.S. Senate,Rep,Ted Cruz,863
Senate 29,U.S. Senate,DEM,Beto O'Rourke,466
Senate 29,U.S. Senate,LIB,Neal M. Dikeman,28
Senate 29,U.S. Senate,REP,Ted Cruz,683
Senate 30,U.S. Senate,,Cast Votes,18860
Senate 30,U.S. Senate,,OVER VOTES,8
Senate 30,U.S. Senate,,Over Votes,11
Senate 30,U.S. Senate,,Overvotes,0
Senate 30,U.S. Senate,,UNDER VOTES,247
Senate 30,U.S. Senate,,Under Votes,1472
Senate 30,U.S. Senate,,Undervotes,108
Senate 30,U.S. Senate,DEM,Beto O' Rourke,2545
Senate 30,U.S. Senate,DEM,Beto O'Rourke,88143
Senate 30,U.S. Senate,LIB,Neal M Dikeman,332
Senate 30,U.S. Senate,LIB,Neal M. Dikeman,2344
Senate 30,U.S. Senate,REP,Ted Cruz,239160
Senate 31,U.S. Senate,,Beto O'Rourke,1067
Senate 31,U.S. Senate,,Neal M. Dikeman,28
Senate 31,U.S. Senate,,OVER VOTES,0
Senate 31,U.S. Senate,,Over Votes,1
Senate 31,U.S. Senate,,Ted Cruz,2680
Senate 31,U.S. Senate,,UNDER VOTES,90
Senate 31,U.S. Senate,,Under Votes,755
Senate 31,U.S. Senate,DEM,BETO O'ROURKE,405
Senate 31,U.S. Senate,DEM,Beto O'Rourke,45569
Senate 31,U.S. Senate,LIB,NEAL M. DIKEMAN,7
Senate 31,U.S. Senate,LIB,Neal M Dikeman,40
Senate 31,U.S. Senate,LIB,Neal M. Dikeman,1556
Senate 31,U.S. Senate,LIB,Neal M. Dikerman,10
Senate 31,U.S. Senate,REP,Over Votes,1
Senate 31,U.S. Senate,REP,TED CRUZ,1204
Senate 31,U.S. Senate,REP,Ted Cruz,164043
Senate 31,U.S. Senate,REP,Under Votes,42
